X,Y,OBJECTID,PNT_GIS_ID,NAME,ORG_NAME,CATEGORY,POSTAL_CODE,PHONE_NO,PHONE_EXT,MAIN_INTERSECTION,TYPE,SUBSIDIZED,CWELCC,PROVIDDISP,FULL_ADDRESS,UNIT_NUMBER,COMMUNITY,MUNICIPALITY
635237.25,4854039.0,515,38651,St. Mary of Leuca Daycare,Daughters of St. Mary Leuca,Child Care Centre,L3R 3J4,(905) 475-2536,,Steeles Avenue & Birchmount Road,Centre Based Child Care,Yes,Yes,ST. M34,290 Risebrough Circuit,,Markham,Markham
639540.656,4870345.0,516,209781,St. Marks Child Care Centre - Stouffville,Among Friends Day Care Centre,Child Care Centre,L4A 1E4,(905) 552-0610 ,Ext.3,Stouffville Road & 9th Line,Centre Based Child Care,Yes,Yes,ST. M31,333 Glad Park Avenue,,Stouffville,Whitchurch-Stouffville
608772.8592,4862523.5721,517,225714,Upper Canada Child Care at St. Mary CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L0G 1N0,(905) 859-7814,,Highway 27 & King Road,Centre Based Child Care,Yes,Yes,UPPER47,75 Greenside Drive,,Nobleton,King
623723.7101,4863213.0758,518,83740,St. Marguerite D'Youville,Among Friends Day Care Centre,Child Care Centre,L4E 4L2,(905) 552-0610,,Yonge Street & Gamble Road,Centre Based Child Care,Yes,Yes,ST. M30,121 Rollinghill Road,,Richmond Hill,Richmond Hill
632313.2547,4859282.6402,519,49343,St. Monica Child Care Centre,Kids Connection Care & Education,Child Care Centre,L6C 1V1,(905) 887-9120,,Woodbine & 16th Ave,Centre Based Child Care,Yes,Yes,ST. M25,290 Calvert Road,,Markham,Markham
615866.332,4856773.108,520,336268,St. Mary of the Angels Child Care Centre,Among Friends Day Care Centre,Child Care Centre,L4N 0E4,(905) 552-0610 ,Ext.3,Major MacKenzie Drive & Weston Road,Centre Based Child Care,Yes,Yes,ST. M32,351 Vellore Park Avenue,,Woodbridge,Vaughan
614505.2412,4853609.7549,521,369422,St. Michael the Archangel School Age Program,Community of Maple Child Care Services,Child Care Centre,L4H 3K5,(905) 553-0104,,Rutherford Road & Pine Valley Drive,Centre Based Child Care,Yes,Yes,ST. M22,161 Via Campanile,,Vaughan,Vaughan
613216.6534,4847563.9742,522,137325,St. Mark's Child Care Centre,St. Mark's Child Care Centre,Child Care Centre,L4L 1Y5,(905) 851-4851,,Highway 7 & Kipling Avenue,Centre Based Child Care,Yes,Yes,ST. M16,7465 Kipling Avenue Building 2,,Woodbridge,Vaughan
613644.0,4850751.5,523,221803,St. Margaret Mary Before & After School Program,St. Gabriel Child Care Centre of Woodbridge,Child Care Centre,L4L 2W8,(647) 987-3358,,Islington Avenue & Langstaff Road,Centre Based Child Care,Yes,Yes,ST. M21,30 Margaret Mary Road,,Vaughan,Vaughan
611809.688,4848123.75,524,259814,St. Peter's Child Care Centre,Sisters of the Sacred Heart of the Incarnate Word,Child Care Centre,L4L 2C6,(905) 851-2422,,Martingrove Road & Highway 7,Centre Based Child Care,Yes,Yes,ST. P03,7784 Martingrove Road,,Woodbridge,Vaughan
611342.75,4853335.75,525,249783,Upper Canada Child Care at St. Padre Pio CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4H 1W9,(905) 893-2623,,Major Mackenzie Drive & Islington Avenue,Centre Based Child Care,Yes,Yes,UPPER48,770 Napa Valley Avenue,,Woodbridge,Vaughan
605273.0551,4872840.5804,526,304495,St. Patrick Before and After School Program,Centered on Children Child Care Centre,Child Care Centre,L0G 1T0,(416) 697-7739,,Highway 27 & Highway 9,Centre Based Child Care,Yes,Yes,ST. P08,51 Western Avenue,,Schomberg,King
638875.813,4858807.0,527,14338,St. Patrick Before & After School Program,,Child Care Centre,L3P 1B6,(647) 962-7903,,McCowan Road & Highway 7,Centre Based Child Care,Yes,Yes,ST. P09,5607 Highway 7,,Markham,Markham
619319.1768,4860845.0813,528,367762,St. Raphael of the Archangel Child Care Centre,Among Friends Day Care Centre,Child Care Centre,L6A 3T6,(905) 552-0610 ,Ext.3,Keele Street & Kirby Road,Centre Based Child Care,Yes,Yes,ST. R05,131 Ravineview Drive,,Maple,Vaughan
629661.156,4853536.5,529,32088,Upper Canada Child Care at St. Rene Goupil-St. Luke CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L3T 6K7,(905) 889-1627,,John/Leslie,Centre Based Child Care,Yes,Yes,UPPER49,135 Green Lane,,Thornhill,Markham
610637.563,4852891.5,530,130254,St. Stephen Child Care,Among Friends Day Care Centre,Child Care Centre,L4H 1Y8,(905) 552-0610,,Islington Avenue & Rutherford Road,Centre Based Child Care,Yes,Yes,ST. S03,451 Napa Valley Avenue,,Woodbridge,Vaughan
621158.875,4900706.5,531,131770,Upper Canada Child Care at St. Thomas Aquinas CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4P 3C8,(905) 476-0026,,Metro Road/Church,Centre Based Child Care,Yes,Yes,UPPER50,262 Old Homestead Road,,Keswick,Georgina
615306.7722,4854972.7336,532,249985,Upper Canada Child Care at St. Veronica CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4H 2S8,(905) 653-4859,,Major Mackenzie Drive & Weston Road,Centre Based Child Care,Yes,Yes,UPPER51,171 Maria Antonia Road,,Woodbridge,Vaughan
626408.885,4858125.648,533,328740,Steel Kids' Day Care-Richmond Hill,Steel Kids' Day Care-Richmond Hill,Child Care Centre,L4C 9Y9,(905) 508-7423,,Yonge Street & Weldrick Road,Centre Based Child Care,Yes,Yes,STEEL01,105 Weldrick Road East,,Richmond Hill,Richmond Hill
627705.813,4857111.5,534,416273,Step by Step Learning Academy,Step by Step Learning Academy Inc.,Child Care Centre,L4B 3M9,(905) 747-0001,,,Centre Based Child Care,Yes,Yes,STEP 03,9116 Bayview Avenue,,Richmond Hill,Richmond Hill
625048.2751,4877088.3034,535,226984,Stonehaven Before and After School Program,York Child Development and Family Services Inc.,Child Care Centre,L3X 2K3,(905) 716-6189,,Bayview Avenue/Stonehaven Ave,Centre Based Child Care,Yes,Yes,STONE01,875 Stonehaven Avenue,,Newmarket,Newmarket
636858.4915,4861141.4518,536,336997,Stonebridge Before & After School Program,YMCA of Greater Toronto,Child Care Centre,L4C 2P6,(416) 454-5625,,16th Avenue & Ninth Line,Centre Based Child Care,Yes,Yes,STONE04,168 Stonebridge Drive,,Markham,Markham
627776.875,4854218.5,537,72314,Upper Canada Child Care at Stornoway Cresent PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L3T 3X7,(905) 707-6805,,John/ Bayview Avenue,Centre Based Child Care,Yes,Yes,UPPER52,36 Stornoway Crescent,,Thornhill,Markham
623159.1872,4878522.2368,538,163220,Stuart Scott YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L3Y 4K5,(647) 963-9989,,Eagle Street & Lorne Avenue,Centre Based Child Care,Yes,Yes,STUAR02,247 Lorne Avenue,,Newmarket,Newmarket
633968.313,4854127.5,539,69754,Sunrise Montessori School,1963104 Ontario Inc.,Child Care Centre,L3R 3J8,(905) 477-2833,,Warden and Denison,Centre Based Child Care,Yes,Yes,SUNRI04,180 Amber Street,,Markham,Markham
621097.188,4872839.0,540,260729,Talent Montessori & Day Nursery,Talent Montessori & Day Nursery Inc.,Child Care Centre,L4G 5C1,(905) 503-8080,,Yonge Street & Wellington Street,Centre Based Child Care,Yes,Yes,TALEN01,69 McLeod Drive ,Unit 4-5,Aurora,Aurora
625370.063,4859570.5,541,99919,Team Child Care Center,Team Childcare Center LTD.,Child Care Centre,L4C 3B8,(416) 912-5737,,Yonge Street & Major Mackenzie Dr E,Centre Based Child Care,No,Yes,TEAM 01,10300 Yonge Street,,Richmond Hill,Richmond Hill
615486.75,4848828.828,542,247465,Tender Treasures Montessori School,Tender Treasures Montessori School of Woodbridge Inc.,Child Care Centre,L4L 5Y3,(905) 264-3129,,Highway 7 & Marycroft Drive,Centre Based Child Care,Yes,Yes,TENDE03,171 Marycroft Avenue,,Vaughan,Vaughan
621368.589,4876451.849,543,175128,Terry Fox School Age,Denison Child Care,Child Care Centre,L3X 2T1,(905) 715-8271,,Sawmill Valley Rd/Yonge Street,Centre Based Child Care,Yes,Yes,TERRY01,161 Sawmill Valley Drive,,Newmarket,Newmarket
616791.075,4857688.288,544,336996,Upper Canada Child Care at Teston Village PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6A 3G1,(905) 417-4920,,Teston Road & Jane Street,Centre Based Child Care,Yes,Yes,UPPER53,80 Murray Farm Lane,,Vaughan,Vaughan
623441.09,4866676.6563,545,76017,The Children's Montessori Academy,The Children's Montessori Academy And Private,Child Care Centre,L4E 2W2,(905) 773-1234,,Yonge Street & King Road,Centre Based Child Care,No,No,THE C08,201 King Road,,Richmond Hill,Richmond Hill
612035.1058,4852896.8568,546,366499,Sister Carmelina's Preschool Academy,The Congregation of the Passionist Sisters of San Paolo Della Croce,Child Care Centre,L4H 3C4,(905) 552-1431,,Islington Avenue & Rutherford Road,Centre Based Child Care,Yes,Yes,SISTE03,1431 Clarence Street,,Woodbridge,Vaughan
624941.5,4861831.25,547,87490,The Early Years Day Care Centre,The Early Years Day Care Centre Ltd.,Child Care Centre,L4S 1H9,(905) 787-1502,,Yonge Street and Brookside Road,Centre Based Child Care,Yes,Yes,THE E46,11130 Yonge Street ,Unit 1,Richmond Hill,Richmond Hill
624941.5,4861831.25,548,87490,The Early Years,The Early Years Day Care Centre Ltd.,Child Care Centre,L4S 1H9,(905) 787-1502,,Younge Street and Brookside Road,Centre Based Child Care,Yes,Yes,THE E47,11130 Young Street ,Unit 2,Richmond Hill,Richmond Hill
624925.0729,4850229.9001,549,196371,The Joe Dwek Ohr Haemet Early Years,The Joe Dwek Ohr Haemet Sephardic School,Child Care Centre,L4J 8K3,(905) 669-7653 ,Ext.225,Bathurst Street & Steeles Avenue West,Centre Based Child Care,Yes,Yes,THE J01,7026 Bathurst Street,,Thornhill,Vaughan
622385.7222,4879090.1253,550,250088,The Moppett School Day Care,516068 Ontario Ltd.,Child Care Centre,L3Y 4R7,(905) 898-4391,,Davis Drive/Parkside,Centre Based Child Care,Yes,Yes,THE M03,47 Parkside Drive,,Newmarket,Newmarket
607404.3049,4863725.7336,551,213716,The Montessori Country School,Montessori Country Schools Inc.,Child Care Centre,L0G 1N0,(905) 859-4739 ,Ext.27,Highway 27 & King Road,Centre Based Child Care,Yes,No,THE M06,6185 15th Sideroad,,Nobleton,King
623386.6056,4878912.4908,552,353562,The Magic Kingdom Learning Centre,The Magic Kingdom Learning Centre Inc.,Child Care Centre,L3Y 4C1,(905) 836-4350,,Main Street & Botsford Street,Centre Based Child Care,Yes,Yes,THE M07,179 Church Street,,Newmarket,Newmarket
640919.6095,4870259.3196,553,242251,The Progressive Montessori Academy Inc.- South Campus,The Progressive Montessori Academy Inc.,Child Care Centre,L4A 1G4,(416) 220-8070,,Park Drive & Main Street,Nursery School Child Care,Yes,No,THE P01,6411 Main Street,,Stouffville,Whitchurch-Stouffville
628660.25,4853143.25,554,2687,Thornhill Child Care Centre,Family Day Care Services,Child Care Centre,L3T 4P1,(905) 881-3129,,Bayview Avenue & John Street,Centre Based Child Care,Yes,Yes,THORN01,7755 Bayview Avenue,,Thornhill,Markham
626462.7625,4852421.3811,555,184662,Thornhill Nursery School & Kindergarten,Thornhill Nursery School,Child Care Centre,L4J 1Y9,(905) 889-4543,,Centre Street & Yonge Street,Centre Based Child Care,Yes,No,THORN02,140 Brooke Street,,Thornhill,Vaughan
622754.1667,4853422.698,556,166481,Thornhill Woods Daycare,2171466 Ontario Ltd.,Child Care Centre,L4J 0E1,(905) 886-4386,,Langstaff Street & Highway 7,Centre Based Child Care,Yes,Yes,THORN03,1200 Highway 7 ,Unit 10,Vaughan,Vaughan
622157.6095,4854830.8601,557,369462,Thornhill Woods Daycare - Dufferin,2349479 Ontario Ltd.,Child Care Centre,L4J 0H9,(905) 889-4386,,Dufferin Street & Autumn Hill Drive,Centre Based Child Care,Yes,Yes,THORN07,9001 Dufferin Street ,Unit 5A,Thornhill,Vaughan
623247.5991,4894966.8808,558,251424,EarlyON Thornlodge Park,,EarlyON Program,L4P 4E5,(905) 830-1888,,Joe Dales drive and Thornlodge Drive,Centre Based Child Care,No,No,EARL122,117 Joe Dales drive,,Kesiwck,Georgina
622066.6098,4854192.9323,559,206596,TIKI'S EDUCATION CENTRE INC,TIKI'S EDUCATION CENTRE INC,Child Care Centre,L4K 5C5,(437) 880-0870,,Confederation & Dufferin Street,Centre Based Child Care,Yes,Yes,TIKI 01,29 Floral Parkway Suite 2 Building B,,Concord,Vaughan
624320.156,4876357.5,560,251690,Tiny Hoppers - Newmarket,2430508 Ontario Inc.,Child Care Centre,L3X 2M2,(905) 251-7722,,Brooker Ridge & Bayview Avenue,Centre Based Child Care,Yes,Yes,TINY 10,525 Brooker Ridge ,Unit 10,Newmarket,Newmarket
640252.688,4870103.75,561,266267,Tiny Bubbles Childcare,Monika Arpasi o/a Tiny Bubbles Childcare,Child Care Centre,L4A 1A6,(905) 591-4121,,Main Street & Albert Street,Centre Based Child Care,Yes,Yes,TINY 09,6128-6130 Main Street,,Stouffville,Whitchurch-Stouffville
614818.4686,4855304.7211,562,389343,Tiny Treasures Learning and Child Care Centre Inc.,Tiny Treasures Learning and Child Care Centre Inc.,Child Care Centre,L4H 4G1,(905) 879-8469,,Major Mackenzie Drive & Vellore Avenue,Centre Based Child Care,Yes,Yes,TINY 11,"3971 Major Mackenzie Drive; ",Unit 4 and 5,Woodbridge,Vaughan
619003.8047,4860079.0413,563,212670,Together We Grow Learning and Child Care Centre,Together We Grow Learning & Childcare Centre Inc.,Child Care Centre,L6A 1S1,(905) 832-8688,,Teston Road & Keele Street,Centre Based Child Care,Yes,Yes,TOGET01,11191 Keele Street,,Maple,Vaughan
629135.044,4853408.626,564,311661,Torah Tots Nursery,Chabad Lubavitch of Markham,Child Care Centre,L3T 6K6,(905) 886-0420 ,Ext.225,Bayview Avenue & Steeles Avenue,Centre Based Child Care,Yes,Yes,TORAH02,83 Green Lane,,Thornhill,Markham
636104.829,4854969.565,565,64212,Town Centre Montessori Private Schools,Town Centre Group Inc.,Child Care Centre,L3R 0V3,(905) 474-3434,,Kennedy Road & Denison Street,Centre Based Child Care,No,Yes,TOWN 08,76 Amarillo Avenue,,Markham,Markham
628154.9649,4855505.6406,566,118054,TMS School,Toronto Montessori Schools,Child Care Centre,L4B 3M7,(905) 889-6882 ,Ext.2229,Bayview Avenue & Highway 7,Centre Based Child Care,No,No,TMS S11,8569 Bayview Avenue,,Richmond Hill,Richmond Hill
622630.7759,4863495.3808,567,368213,Tower Hill Child Care Centre,Tower Hill Child Care Centre Inc.,Child Care Centre,L4E 0T8,(905) 237-7360 ,Ext.221,Bathurst Street & Tower Hill Road,Centre Based Child Care,Yes,Yes,TOWER04,370 Tower Hill Road,,Richmond Hill,Richmond Hill
630277.25,4856206.5,568,114025,City of Richmond Hill - Community Services Department,Town of Richmond Hill,Child Care Centre,L4B 3P4,(905) 771-9996 ,Ext.6563,East Beaver Creek Drive & Highway 7,Centre Based Child Care,Yes,No,CITY 12,225 East Beaver Creek Road 8th floor,,Richmond Hill,Richmond Hill
623514.1817,4877683.8948,569,184710,"Town of Newmarket; Recreation & Culture",Corporation of the Town of Newmarket,Child Care Centre,L3Y 4X7,(905) 895-5193,,Mulock Drive & Bayview Avenue,Centre Based Child Care,Yes,No,TOWN 21,395 Mulock Drive  PO BOX 328 Station Main,,Newmarket,Newmarket
624199.7415,4873792.5443,570,349002,Town of Aurora,The Corporation of the Town of Aurora,Child Care Centre,L4G 6J1,(905) 726-4770 ,Ext.3502,Bayview Avenue & Wellington Street,Centre Based Child Care,Yes,No,TOWN 20,100 John West Way,,Aurora,Aurora
633626.868,4857258.7016,571,364122,City of Markham Recreation Program,The Corporation of the City of Markham,Child Care Centre,L3R 9W3,(905) 477-7000,,Warden Avenue & Highway 7,Centre Based Child Care,Yes,No,CITY 11,101 Town Centre Boulevard,,Markham,Markham
640817.143,4869739.1695,572,351402,Town of Whitchurch Stouffville - Leisure Centre,The Corporation of the Town of Whitchurch-Stouffville,Child Care Centre,L4A 4K1,(905) 642-7529 ,Ext.5324,Main Street & Park Drive South,Centre Based Child Care,Yes,No,TOWN 19,2 Park Drive,,Stouffville,Whitchurch-Stouffville
623888.313,4862210.25,573,86303,Trillium Woods Before & After School Program,Le Club Child Care Program,Child Care Centre,L4S 2P3,(905) 881-8585,,Gamble Road & Bathurst Street,Centre Based Child Care,Yes,Yes,TRILL01,18 Alamo Heights Drive,,Richmond Hill,Richmond Hill
635579.9303,4855582.9041,574,20834,Trillium School,Trilac Educational Enterprise Limited,Child Care Centre,L3R 0J2,(905) 946-1181,,Kennedy Road & 14th Avenue,Centre Based Child Care,Yes,Yes,TRILL04,4277 14th Avenue,,Markham,Markham
631622.3802,4858404.9956,575,63311,Trinity Montessori School,1191238 Ontario Limited,Child Care Centre,L3R 0K1,(905) 948-8993,,Woodbine Avenue & 16th Avenue,Centre Based Child Care,No,No,TRINI01,9211 Woodbine Avenue,,Markham,Markham
624214.234,4877604.334,576,374462,Two Trees Child Care Centre Inc.,Two Trees Child Care Centre Inc.,Child Care Centre,L3Y 8R9,(289) 803-3020,,Bayview Avenue & Mulock Drive,Centre Based Child Care,Yes,Yes,TWO T14,570 Mulock Drive ,Unit 1,Newmarket,Newmarket
635824.844,4858158.0,577,21644,Unionville Co-Op Nursery School,Unionville Co-Operative Nursery School Incorporated,Child Care Centre,L3R 2G3,(905) 474-0403,,Highway 7 & Kennedy Road,Nursery School Child Care,Yes,Yes,UNION11,131 Main Street,,Unionville,Markham
637096.344,4857343.0,578,43853,Unionville Meadows School-Age Childcare,High Birch Childcare & Learning Centre Inc.,Child Care Centre,L3R 5C8,(905) 479-3993,,Highway 7 & Kennedy Road,Centre Based Child Care,Yes,Yes,UNION03,355 South Unionville Avenue,,Markham,Markham
634360.8896,4858947.7782,579,23522,Unionville Discovery Preschool,Unionville Discovery Preschool Inc.,Child Care Centre,L3R 1Z9,(905) 477-8377,,Village Parkway Drive & Carlton Road,Centre Based Child Care,Yes,Yes,UNION08,100 Carlton Road ,Unit 1,Markham,Markham
635262.063,4860328.5,580,42861,Unionville Montessori School Church,1938420 Ontario Inc.,Child Care Centre,L6C 1N6,(905) 474-9888,,Kennedy Road & 16th Avenue,Centre Based Child Care,No,No,UNION12,9400 Kennedy Road North,,Markham,Markham
635328.1078,4859877.6657,581,46126,Unionville Montessori School South,1938420 Ontario Inc.,Child Care Centre,L3R 0M1,(905) 474-9888 ,Ext.203,Kennedy Road & 16th Avenue,Centre Based Child Care,No,No,UNION13,4484 16th Avenue East,,Markham,Markham
635328.1078,4859877.6657,582,46126,Unionville Montessori School South,1938420 Ontario Inc.,Child Care Centre,L3R 0M1,(905) 474-9888 ,Ext.203,Kennedy Road & 16th Avenue,Centre Based Child Care,No,No,UNION13,4484 16th Avenue East,,Markham,Markham
622146.7878,4872664.2337,583,126706,Upper Canada Child Care at Wellington PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4P 2P3,(905) 727-9622,,Wellington Street West/Yonge,Centre Based Child Care,Yes,Yes,UPPER01,125 Wellington Street West,,Aurora,Aurora
616925.678,4851829.1,584,273349,Uptown Montessori School,Uptown Montessori School Inc.,Child Care Centre,L4L 9T1,(905) 882-3090,,Langstaff Road & Weston Road,Centre Based Child Care,Yes,Yes,UPTOW02,61 Creditview Road ,Unit 2,Woodbridge,Vaughan
616375.3882,4853789.239,585,389409,Vaughan Kids Daycare Inc. 1,Vaughan Kids Daycare Inc.,Child Care Centre,L4H 3T7,(905) 417-3633,,Vellore Woods Avenue & Rutherford Road,Centre Based Child Care,Yes,Yes,VAUGH18,135 Hawkview Boulevard,,Vaughan,Vaughan
619950.6394,4856925.2278,586,340142,Vaughan City Hall YMCA Child Care,YMCA of Greater Toronto,Child Care Centre,L6A 1T1,(905) 832-5204,,Major Mackenzie Drive West & Keele Street,Centre Based Child Care,Yes,Yes,VAUGH07,2141 Major Mackenzie Drive,,Maple,Vaughan
616432.8029,4853799.8223,587,389410,Vaughan Kids Daycare Inc.- 2,Vaughan Kids Daycare Inc.,Child Care Centre,L4H 3T7,(905) 417-3633,,Rutherford Road & Hghway 400,Centre Based Child Care,Yes,Yes,VAUGH20,145 Hawkview Boulevard ,Unit 3,Vaughan,Vaughan
612698.3273,4848212.3613,588,149370,Vaughan Montessori School,Vaughan Montessori School Inc.,Child Care Centre,L4L 1T3,(905) 851-8881,,Highway 7 & Kipling Avenue,Centre Based Child Care,Yes,Yes,VAUGH32,5316 Highway 7,,Woodbridge,Vaughan
616137.688,4854908.5,589,249627,Vellore Woods Before & After School Program,Le Club Child Care Program,Child Care Centre,L4H 2T9,(905) 881-8585,,Weston Rd & Major Mackenzie Dr,Centre Based Child Care,Yes,Yes,VELLO01,115 Starling Boulevard,,Woodbridge,Vaughan
631110.4841,4860873.4553,590,39858,Victoria Square Schoolhouse Early Childhood Education Centre,6855181 Canada Inc.,Child Care Centre,L6C 1J1,(905) 534-2201,,Major MacKenzie Drive & Highway 404,Centre Based Child Care,Yes,Yes,VICTO05,10137 Victoria Square Boulevard,,Markham,Markham
630442.7646,4862794.9209,591,394063,Upper Canada Child Care Victoria Square PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6C 0G5,(905) 534-4600,,Elgin Mills Road & Woodbine Avenue,Centre Based Child Care,Yes,Yes,UPPER55,50 Prince of Wales Drive,,Markham,Markham
629312.6463,4859618.4009,592,99666,Victoria Education Centre - Leslie Street,Victoria Education Centre Inc.,Child Care Centre,L4B 3Y3,(905) 770-7888,,Leslie Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,VICTO09,9901 Leslie Street,,Richmond Hill,Richmond Hill
624786.629,4873205.1583,593,305117,Victoria Montessori School,2512567 Ontario Inc.,Child Care Centre,L4G 6X9,(905) 726-2110,,Bayview Aveune & Wellington Street East,Centre Based Child Care,Yes,Yes,VICTO10,14 Stone Road,,Aurora,Aurora
622805.3641,4858671.1874,594,402773,Upper Canada Child Care Viola Desmond PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6A 4W7,(905) 553-1240,,Bathurst & Major Mackenzie,Centre Based Child Care,Yes,Yes,UPPER56,25 Farrell Road,,Maple,Vaughan
618870.7109,4860742.8,595,262239,Shining Light Montessori,Bertret Corporation,Child Care Centre,L6A 4E1,(905) 832-2045,,Keele Street & Kirby Road,Centre Based Child Care,Yes,Yes,SHINI04,11399 Keele Street ,Unit 1,Vaughan,Vaughan
626177.188,4855069.0,596,118622,VOV Academy of Learning & Montessori School,Voice of the Vedas Cultural Sabha Inc.,Child Care Centre,L4C 6Z4,(905) 886-1724,,Yonge Street/Garden Ave,Centre Based Child Care,Yes,Yes,VOV A02,8640 Yonge Street,,Richmond Hill,Richmond Hill
626793.4225,4859218.9274,597,100932,Walter Scott First Base,YMCA of Greater Toronto,Child Care Centre,L4C 1J2,(905) 303-6260,,Bayview Avenue & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,WALTE03,500 Major MacKenzie Drive East,,Richmond Hill,Richmond Hill
616171.243,4857412.918,598,343027,We Are Family Children's Centre Vaughan,We Are Family Children's Centre Vaughan Inc.,Child Care Centre,L4H 0Z4,(416) 751-8222,,Teston Road & Highway 400,Centre Based Child Care,Yes,Yes,WE AR01,551 Cityview Boulevard ,Unit 10-14,Woodbridge,Vaughan
622970.049,4860044.676,599,336968,We Care Childcare,We Care Childcare Ltd.,Child Care Centre,L6A 4S9,(905) 832-3000,,Bathurst Street & Teston Road,Centre Based Child Care,Yes,Yes,WE CA01,815 Teston Road,,Maple,Vaughan
620986.6681,4884688.9145,600,254031,Wee Watch  Private Home Day Care - Newmarket,Main Street Day Care Services Inc.,Child Care Centre,L9N 1E8,(905) 953-9902,,Yonge Street & Beckett,Home Based  Child Care,Yes,Yes,WEE W01,9 McQuaid Court,,Holland Landing,Newmarket
620855.625,4849334.0,601,156117,Wee Watch - Terrace Woods,Terrace Woods Day Care Services Inc.,Child Care Centre,L4K 1Z8,(647) 933-1153,,Weston Road & Langstaff Road,Home Based  Child Care,Yes,Yes,WEE W06,"7250 Keele Street, ",Unit 387,Vaughan,Vaughan
632901.813,4857589.0,602,45165,Wee Watch - Trothen Circle Day Care Services,Trothen Circle Day Care Services Inc.,Child Care Centre,L3R 9X7,(905) 479-5789,,Rodick Road & Apple Creek Boulevard,Home Based  Child Care,Yes,Yes,WEE W09,445 Apple Creek Boulevard Suite 201,,Markham,Markham
632901.813,4857589.0,603,45165,Wee Watch Private Home Day Care - Unionville,The York Region Day Care Hotline Inc.,Child Care Centre,L3R 9X7,(905) 479-9671,,Apple Creek Boulevard & Rodick Road,Home Based  Child Care,Yes,Yes,WEE W04,445 Apple Creek Boulevard Suite 201,,Markham,Markham
640995.688,4869241.5,604,268962,Upper Canada Child Care at Wendat Village PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4A 0J8,(905) 640-6306,,Reeves Way Boulevard & Hoover Park Drive,Centre Based Child Care,Yes,Yes,UPPER57,99 Reeves Way Boulevard,,Stouffville,Whitchurch-Stouffville
624573.374,4850690.5,605,137437,Westminster First Base,YMCA of Greater Toronto,Child Care Centre,L4J 2P3,(416) 471-8111,,Milner Gate & Mullen Drive,Centre Based Child Care,Yes,Yes,WESTM03,366 Mullen Drive,,Thornhill,Vaughan
622839.288,4899760.8124,606,211737,Upper Canada Child Care at W.J. Watson PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4P 3P2,(905) 476-5437,,Woodbine Avenue & Wexford Drive,Centre Based Child Care,Yes,Yes,UPPER58,162 Carrick Avenue,,Keswick,Georgina
631269.7658,4871560.4653,607,220740,Whitchurch Highlands YMCA Before and After School Program,YMCA of Greater Toronto,Child Care Centre,L4A 7X5,(905) 640-7632,,Warden Avenue & Bloomington Road,Centre Based Child Care,Yes,Yes,WHITC01,13812 Warden Avenue,,Whitchurch-Stouffville,Whitchurch-Stouffville
641222.4024,4859436.7205,608,18565,Upper Canada Child Care at William Armstrong PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L3P 3G6,(905) 471-4099,,Highway 7 & Markham Road,Centre Based Child Care,Yes,Yes,UPPER59,11 Major Buttons Drive,,Markham,Markham
628823.7328,4854127.0018,609,33944,Willowbrook YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L3T 4X6,(905) 832-5204,,Bayview Avenue & John Street,Centre Based Child Care,Yes,Yes,WILLO04,45 Willowbrook Avenue,,Thornhill,Markham
623316.0606,4852242.9511,610,213671,Upper Canada Child Care at Wilshire ES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4J 7S8,(905) 709-2273,,Dufferin/Centre St,Centre Based Child Care,Yes,Yes,UPPER60,265 Beverly Glen Boulevard,,Thornhill,Vaughan
622468.313,4867802.75,611,75306,Windham Ridge YMCA Before & After School Age Program,YMCA of Greater Toronto,Child Care Centre,L4E 3Y4,(416) 561-5900,,Yonge Street & Bloomington Road,Centre Based Child Care,Yes,Yes,WINDH02,32 Red Cardinal Trail,,Richmond Hill,Richmond Hill
631556.21,4855659.18,612,18631,Wishing Well Montessori Schools,,Child Care Centre,L3R 9R4,(905) 470-9751,,Highway 7 & Woodbine Avenue,Centre Based Child Care,No,Yes,WISHI01,30 - 455 Cochrane Drive,,Markham,Markham
638585.5601,4862022.1886,613,337387,Upper Canada Child Care at Wismer PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6E 1E6,(905) 202-4310,,16th Avenue & Highway 48,Centre Based Child Care,Yes,Yes,UPPER61,171 Mingay Avenue,,Markham,Markham
